75,641,3.2000393484080814,166.42838006912712
225,891,3.2000393484080814,166.42838006912712
375,1110,3.2000393484080814,166.42838006912712
525,1297,3.2000393484080814,166.42838006912712
675,1469,2.7253247242659153,175.61623285410593
825,1641,2.7253247242659153,175.61623285410593
975,1797,2.7253247242659153,175.61623285410593
1125,1953,2.7253247242659153,175.61623285410593
1275,2141,2.7253247242659153,175.61623285410593
1425,2297,2.7253247242659153,175.61623285410593
1575,2438,3.151521057121253,78.42026847464756
1725,2578,3.151521057121253,78.42026847464756
1875,2703,3.151521057121253,78.42026847464756
2025,2844,3.151521057121253,78.42026847464756
2175,2985,3.151521057121253,78.42026847464756
2325,3125,3.151521057121253,78.42026847464756
2475,3266,3.5765111411361463,118.47556099254967
2625,3391,3.5765111411361463,118.47556099254967
2775,3531,3.5765111411361463,118.47556099254967
2925,3656,3.5765111411361463,118.47556099254967
3075,3797,3.5765111411361463,118.47556099254967
3225,3922,2.3583253346564366,99.47735364003188
3375,4047,2.3583253346564366,99.47735364003188
3525,4172,2.3583253346564366,99.47735364003188
3675,4297,2.3583253346564366,99.47735364003188
3825,4422,2.3583253346564366,99.47735364003188
3975,4547,2.3583253346564366,99.47735364003188
4125,4672,1.4030429074296455,225.07990233900483
4275,4797,1.4030429074296455,225.07990233900483
4425,4922,1.4030429074296455,225.07990233900483
4575,5047,1.4030429074296455,225.07990233900483
4725,5172,1.4030429074296455,225.07990233900483
4875,5297,1.4030429074296455,225.07990233900483
5025,5422,2.917316890975661,133.55356882155996
5175,5547,2.917316890975661,133.55356882155996
5325,5672,2.917316890975661,133.55356882155996
5475,5813,2.917316890975661,133.55356882155996
5625,5969,2.917316890975661,133.55356882155996
5775,6109,2.631817339533491,206.3268942946023
5925,6250,2.631817339533491,206.3268942946023
6075,6422,2.631817339533491,206.3268942946023
6225,6578,2.631817339533491,206.3268942946023
6375,6719,2.631817339533491,206.3268942946023
6525,6875,2.631817339533491,206.3268942946023
6675,7000,3.3125776171849886,154.21723081726847
6825,7125,3.3125776171849886,154.21723081726847
6975,7250,3.3125776171849886,154.21723081726847
7125,7391,3.3125776171849886,154.21723081726847
7275,7500,3.3125776171849886,154.21723081726847
7425,7625,3.3125776171849886,154.21723081726847
7575,7750,1.4843254105723835,112.65044179088713
7725,7875,1.4843254105723835,112.65044179088713
7875,8016,1.4843254105723835,112.65044179088713
8025,8141,1.4843254105723835,112.65044179088713
8175,8281,1.4843254105723835,112.65044179088713
8325,8406,1.4843254105723835,112.65044179088713
8475,8547,1.4898652281176443,117.08577777646124
8625,8672,1.4898652281176443,117.08577777646124
8775,8812,1.4898652281176443,117.08577777646124
8925,8953,1.4898652281176443,117.08577777646124
9075,9109,1.4898652281176443,117.08577777646124
9225,9234,2.715016200088276,143.64114826330447
9375,9391,2.715016200088276,143.64114826330447
9525,9531,2.715016200088276,143.64114826330447
